Index,Company,Indicator,Category,IndicatorNr,IndicatorFam,isSubindicator,IndicatorSuffix,Score,Score_Adjusted,labelLong,description
2019,Amazon,F09,F,9,F09,FALSE,NA,NA,NA,Network management (telecommunications companies),Coming soon
2019,Amazon,F10,F,10,F10,FALSE,NA,NA,NA,Network shutdown (telecommunications companies),Coming soon
2019,Amazon,F11,F,11,F11,FALSE,NA,NA,NA,Identity policy,Coming soon
2019,Amazon,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,Amazon,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,Amazon,P01,P,1,P01,FALSE,NA,NA,NA,NA,NA
2019,Amazon,P01a,P,1,P01,TRUE,a,NA,NA,Access to privacy policies,Coming soon
2019,Amazon,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,Amazon,P02,P,2,P02,FALSE,NA,NA,NA,NA,NA
2019,Amazon,P02a,P,2,P02,TRUE,a,NA,NA,Changes to privacy policies,Coming soon
2019,Amazon,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,Amazon,P03,P,3,P03,FALSE,NA,NA,NA,NA,NA
2019,Amazon,P03a,P,3,P03,TRUE,a,NA,NA,Collection of user information,Coming soon
2019,Amazon,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,Amazon,P04,P,4,P04,FALSE,NA,NA,NA,Sharing of user information,Coming soon
2019,Amazon,P05,P,5,P05,FALSE,NA,NA,NA,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,Amazon,P06,P,6,P06,FALSE,NA,NA,NA,Retention of user informations,Coming soon
2019,Amazon,P07,P,7,P07,FALSE,NA,NA,NA,Users’ control over their own user information,Coming soon
2019,Amazon,P08,P,8,P08,FALSE,NA,NA,NA,Users’ access to their own user information,Coming soon
2019,Amazon,P09,P,9,P09,FALSE,NA,NA,NA,Collection of user information from third parties,Coming soon
2019,Amazon,P10,P,10,P10,FALSE,NA,NA,NA,NA,NA
2019,Amazon,P10a,P,10,P10,TRUE,a,NA,NA,Process for responding to government demands for user information,Coming soon
2019,Amazon,P10b,P,10,P10,TRUE,b,NA,NA,Process for responding to private requests for user information,Coming soon
2019,Amazon,P11,P,11,P11,FALSE,NA,NA,NA,NA,NA
2019,Amazon,P11a,P,11,P11,TRUE,a,NA,NA,Data about government requests for user information,Coming soon
2019,Amazon,P11b,P,11,P11,TRUE,b,NA,NA,Data about private requests for user information,Coming soon
2019,Amazon,P12,P,12,P12,FALSE,NA,NA,NA,User notification about third-party requests for user information,Coming soon
2019,Amazon,P13,P,13,P13,FALSE,NA,NA,NA,Security oversight,Coming soon
2019,Amazon,P14,P,14,P14,FALSE,NA,NA,NA,Addressing security vulnerabilities,Coming soon
2019,Amazon,P15,P,15,P15,FALSE,NA,NA,NA,Data breaches,Coming soon
2019,Amazon,P16,P,16,P16,FALSE,NA,NA,NA,Encryption of user communication and private content (digital platforms),Coming soon
2019,Amazon,P17,P,17,P17,FALSE,NA,NA,NA,Account Security (digital platforms),Coming soon
2019,Amazon,P18,P,18,P18,FALSE,NA,NA,NA,Inform and educate users about potential risks,Coming soon
2019,AmericaMovil,G01,G,1,G01,FALSE,NA,100,100,Policy commitment,Coming soon
2019,AmericaMovil,G02,G,2,G02,FALSE,NA,0,0,Governance and management oversight,Coming soon
2019,AmericaMovil,G03,G,3,G03,FALSE,NA,88,88,Internal implementation,Coming soon
2019,AmericaMovil,G04,G,4,G04,FALSE,NA,0,0,NA,NA
2019,AmericaMovil,G04a,G,4,G04,TRUE,a,0,0,Impact assessment: Governments and regulations,Coming soon
2019,AmericaMovil,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,AmericaMovil,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,AmericaMovil,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,AmericaMovil,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,AmericaMovil,G05,G,5,G05,FALSE,NA,0,0,Stakeholder engagement and accountability,Coming soon
2019,AmericaMovil,G06,G,6,G06,FALSE,NA,39,39,NA,NA
2019,AmericaMovil,G06a,G,6,G06,TRUE,a,39,39,Remedy,Coming soon
2019,AmericaMovil,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,AmericaMovil,F01,F,1,F01,FALSE,NA,67,67,NA,NA
2019,AmericaMovil,F01a,F,1,F01,TRUE,a,67,67,Access to terms of service,Coming soon
2019,AmericaMovil,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,AmericaMovil,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,AmericaMovil,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,AmericaMovil,F02,F,2,F02,FALSE,NA,50,50,NA,NA
2019,AmericaMovil,F02a,F,2,F02,TRUE,a,50,50,Changes to terms of service,Coming soon
2019,AmericaMovil,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,AmericaMovil,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,AmericaMovil,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,AmericaMovil,F03,F,3,F03,FALSE,NA,83,83,NA,NA
2019,AmericaMovil,F03a,F,3,F03,TRUE,a,83,83,Process for terms of service enforcement,Coming soon
2019,AmericaMovil,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,AmericaMovil,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,AmericaMovil,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,AmericaMovil,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,AmericaMovil,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,AmericaMovil,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,AmericaMovil,F05,F,5,F05,FALSE,NA,0,0,NA,NA
2019,AmericaMovil,F05a,F,5,F05,TRUE,a,0,0,Process for responding to government demands to restrict content or accounts,Coming soon
2019,AmericaMovil,F05b,F,5,F05,TRUE,b,0,0,Process for responding to private requests for content or account restriction,Coming soon
2019,AmericaMovil,F06,F,6,F06,FALSE,NA,0,0,Data about government demands to restrict content and accounts,Coming soon
2019,AmericaMovil,F07,F,7,F07,FALSE,NA,0,0,Data about private requests for content or account restriction,Coming soon
2019,AmericaMovil,F08,F,8,F08,FALSE,NA,0,0,User notification about content and account restriction,Coming soon
2019,AmericaMovil,F09,F,9,F09,FALSE,NA,25,25,Network management (telecommunications companies),Coming soon
2019,AmericaMovil,F10,F,10,F10,FALSE,NA,0,0,Network shutdown (telecommunications companies),Coming soon
2019,AmericaMovil,F11,F,11,F11,FALSE,NA,0,0,Identity policy,Coming soon
2019,AmericaMovil,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,AmericaMovil,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,AmericaMovil,P01,P,1,P01,FALSE,NA,83,83,NA,NA
2019,AmericaMovil,P01a,P,1,P01,TRUE,a,83,83,Access to privacy policies,Coming soon
2019,AmericaMovil,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,AmericaMovil,P02,P,2,P02,FALSE,NA,0,0,NA,NA
2019,AmericaMovil,P02a,P,2,P02,TRUE,a,0,0,Changes to privacy policies,Coming soon
2019,AmericaMovil,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,AmericaMovil,P03,P,3,P03,FALSE,NA,17,17,NA,NA
2019,AmericaMovil,P03a,P,3,P03,TRUE,a,17,17,Collection of user information,Coming soon
2019,AmericaMovil,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,AmericaMovil,P04,P,4,P04,FALSE,NA,50,50,Sharing of user information,Coming soon
2019,AmericaMovil,P05,P,5,P05,FALSE,NA,38,38,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,AmericaMovil,P06,P,6,P06,FALSE,NA,0,0,Retention of user informations,Coming soon
2019,AmericaMovil,P07,P,7,P07,FALSE,NA,25,25,Users’ control over their own user information,Coming soon
2019,AmericaMovil,P08,P,8,P08,FALSE,NA,13,13,Users’ access to their own user information,Coming soon
2019,AmericaMovil,P09,P,9,P09,FALSE,NA,NA,NA,Collection of user information from third parties,Coming soon
2019,AmericaMovil,P10,P,10,P10,FALSE,NA,4,4,NA,NA
2019,AmericaMovil,P10a,P,10,P10,TRUE,a,7,7,Process for responding to government demands for user information,Coming soon
2019,AmericaMovil,P10b,P,10,P10,TRUE,b,0,0,Process for responding to private requests for user information,Coming soon
2019,AmericaMovil,P11,P,11,P11,FALSE,NA,0,0,NA,NA
2019,AmericaMovil,P11a,P,11,P11,TRUE,a,0,0,Data about government requests for user information,Coming soon
2019,AmericaMovil,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,AmericaMovil,P12,P,12,P12,FALSE,NA,0,0,User notification about third-party requests for user information,Coming soon
2019,AmericaMovil,P13,P,13,P13,FALSE,NA,67,67,Security oversight,Coming soon
2019,AmericaMovil,P14,P,14,P14,FALSE,NA,0,0,Addressing security vulnerabilities,Coming soon
2019,AmericaMovil,P15,P,15,P15,FALSE,NA,0,0,Data breaches,Coming soon
2019,AmericaMovil,P16,P,16,P16,FALSE,NA,NA,NA,Encryption of user communication and private content (digital platforms),Coming soon
2019,AmericaMovil,P17,P,17,P17,FALSE,NA,NA,NA,Account Security (digital platforms),Coming soon
2019,AmericaMovil,P18,P,18,P18,FALSE,NA,100,100,Inform and educate users about potential risks,Coming soon
2019,Apple,G01,G,1,G01,FALSE,NA,50,50,Policy commitment,Coming soon
2019,Apple,G02,G,2,G02,FALSE,NA,50,50,Governance and management oversight,Coming soon
2019,Apple,G03,G,3,G03,FALSE,NA,50,50,Internal implementation,Coming soon
2019,Apple,G04,G,4,G04,FALSE,NA,11,11,NA,NA
2019,Apple,G04a,G,4,G04,TRUE,a,42,42,Impact assessment: Governments and regulations,Coming soon
2019,Apple,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,Apple,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,Apple,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,Apple,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,Apple,G05,G,5,G05,FALSE,NA,0,0,Stakeholder engagement and accountability,Coming soon
2019,Apple,G06,G,6,G06,FALSE,NA,21,21,NA,NA
2019,Apple,G06a,G,6,G06,TRUE,a,21,21,Remedy,Coming soon
2019,Apple,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,Apple,F01,F,1,F01,FALSE,NA,61,61,NA,NA
2019,Apple,F01a,F,1,F01,TRUE,a,61,61,Access to terms of service,Coming soon
2019,Apple,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,Apple,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,Apple,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,Apple,F02,F,2,F02,FALSE,NA,17,17,NA,NA
2019,Apple,F02a,F,2,F02,TRUE,a,17,17,Changes to terms of service,Coming soon
2019,Apple,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,Apple,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,Apple,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,Apple,F03,F,3,F03,FALSE,NA,58,58,NA,NA
2019,Apple,F03a,F,3,F03,TRUE,a,58,58,Process for terms of service enforcement,Coming soon
2019,Apple,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,Apple,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,Apple,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,Apple,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,Apple,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,Apple,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,Apple,F05,F,5,F05,FALSE,NA,59,59,NA,NA
2019,Apple,F05a,F,5,F05,TRUE,a,100,100,Process for responding to government demands to restrict content or accounts,Coming soon
2019,Apple,F05b,F,5,F05,TRUE,b,17,17,Process for responding to private requests for content or account restriction,Coming soon
2019,Apple,F06,F,6,F06,FALSE,NA,47,47,Data about government demands to restrict content and accounts,Coming soon
2019,Apple,F07,F,7,F07,FALSE,NA,0,0,Data about private requests for content or account restriction,Coming soon
2019,Apple,F08,F,8,F08,FALSE,NA,13,13,User notification about content and account restriction,Coming soon
2019,Apple,F09,F,9,F09,FALSE,NA,NA,NA,Network management (telecommunications companies),Coming soon
2019,Apple,F10,F,10,F10,FALSE,NA,NA,NA,Network shutdown (telecommunications companies),Coming soon
2019,Apple,F11,F,11,F11,FALSE,NA,50,50,Identity policy,Coming soon
2019,Apple,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,Apple,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,Apple,P01,P,1,P01,FALSE,NA,100,100,NA,NA
2019,Apple,P01a,P,1,P01,TRUE,a,100,100,Access to privacy policies,Coming soon
2019,Apple,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,Apple,P02,P,2,P02,FALSE,NA,12,12,NA,NA
2019,Apple,P02a,P,2,P02,TRUE,a,12,12,Changes to privacy policies,Coming soon
2019,Apple,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,Apple,P03,P,3,P03,FALSE,NA,29,29,NA,NA
2019,Apple,P03a,P,3,P03,TRUE,a,29,29,Collection of user information,Coming soon
2019,Apple,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,Apple,P04,P,4,P04,FALSE,NA,44,44,Sharing of user information,Coming soon
2019,Apple,P05,P,5,P05,FALSE,NA,50,50,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,Apple,P06,P,6,P06,FALSE,NA,12,12,Retention of user informations,Coming soon
2019,Apple,P07,P,7,P07,FALSE,NA,42,42,Users’ control over their own user information,Coming soon
2019,Apple,P08,P,8,P08,FALSE,NA,47,47,Users’ access to their own user information,Coming soon
2019,Apple,P09,P,9,P09,FALSE,NA,100,100,Collection of user information from third parties,Coming soon
2019,Apple,P10,P,10,P10,FALSE,NA,50,50,NA,NA
2019,Apple,P10a,P,10,P10,TRUE,a,100,100,Process for responding to government demands for user information,Coming soon
2019,Apple,P10b,P,10,P10,TRUE,b,0,0,Process for responding to private requests for user information,Coming soon
2019,Apple,P11,P,11,P11,FALSE,NA,40,40,NA,NA
2019,Apple,P11a,P,11,P11,TRUE,a,80,80,Data about government requests for user information,Coming soon
2019,Apple,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,Apple,P12,P,12,P12,FALSE,NA,67,67,User notification about third-party requests for user information,Coming soon
2019,Apple,P13,P,13,P13,FALSE,NA,67,67,Security oversight,Coming soon
2019,Apple,P14,P,14,P14,FALSE,NA,28,28,Addressing security vulnerabilities,Coming soon
2019,Apple,P15,P,15,P15,FALSE,NA,50,50,Data breaches,Coming soon
2019,Apple,P16,P,16,P16,FALSE,NA,79,79,Encryption of user communication and private content (digital platforms),Coming soon
2019,Apple,P17,P,17,P17,FALSE,NA,83,83,Account Security (digital platforms),Coming soon
2019,Apple,P18,P,18,P18,FALSE,NA,100,100,Inform and educate users about potential risks,Coming soon
2019,ATT,G01,G,1,G01,FALSE,NA,100,100,Policy commitment,Coming soon
2019,ATT,G02,G,2,G02,FALSE,NA,100,100,Governance and management oversight,Coming soon
2019,ATT,G03,G,3,G03,FALSE,NA,88,88,Internal implementation,Coming soon
2019,ATT,G04,G,4,G04,FALSE,NA,8,8,NA,NA
2019,ATT,G04a,G,4,G04,TRUE,a,33,33,Impact assessment: Governments and regulations,Coming soon
2019,ATT,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,ATT,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
